cid,frsId,isPfas,naicsCode,naicsLabel
9804062077814308864,110005817624,0,,
9804062077814308864,110005955190,0,,
9804062077814308864,110011459705,0,,
9804062077814308864,110018195629,0,,
9804062077814308864,110018221155,0,,
9804062077814308864,110018328193,0,,
9804069568237273088,110001346963,1,,
9804069568237273088,110001807395,0,324121,Asphalt Paving Mixture and Block Manufacturing 
9804069568237273088,110002124585,0,335312,Motor and Generator Manufacturing 
9804069568237273088,110003056549,0,,
9804069568237273088,110005816803,0,,
9804069568237273088,110005833660,0,,
9804069568237273088,110005833786,0,,
9804069568237273088,110005880181,0,,
9804069568237273088,110005883204,0,,
9804069568237273088,110005885907,0,,
9804069568237273088,110005891892,0,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
9804069568237273088,110005894176,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
9804069568237273088,110005914859,0,,
9804069568237273088,110005921397,0,,
9804069568237273088,110005930920,0,,
9804069568237273088,110005934169,0,,
9804069568237273088,110005938860,0,,
9804069568237273088,110005943569,0,,
9804069568237273088,110007261006,1,,
9804069568237273088,110007531590,0,,
9804069568237273088,110007906873,0,,
9804069568237273088,110009383639,0,,
9804069568237273088,110009993150,0,,
9804069568237273088,110010737934,0,,
9804069568237273088,110012575481,0,,
9804069568237273088,110018142981,0,,
9804069568237273088,110018143187,0,,
9804069568237273088,110018143347,0,,
9804069568237273088,110018144444,0,,
9804069568237273088,110018145988,0,,
9804069568237273088,110018146344,0,,
9804069568237273088,110018147842,0,,
9804069568237273088,110018342248,0,,
9804069568237273088,110018458845,0,,
9804069568237273088,110018459050,0,,
9804069568237273088,110024844114,0,,
9804069568237273088,110024854763,0,,
9804069568237273088,110027985296,0,326191,Plastics Plumbing Fixture Manufacturing 
9804069568237273088,110028264287,0,,
9804069568237273088,110041887063,0,,
9804069568237273088,110061094649,0,,
9804069568237273088,110064288453,0,,
9804069568237273088,110071896980,0,,
9804069568237273088,110071924302,0,,
9804069877474918400,110003059859,0,,
9804069877474918400,110018137862,0,,
9804069877474918400,110018137951,0,,
9804069877474918400,110018459639,0,,
9804069877474918400,110024850188,0,,
9804069877474918400,110070683794,0,,
9804069877474918400,110070684095,0,,
9804070667748900864,110001358824,0,339999,All Other Miscellaneous Manufacturing 
9804070667748900864,110001801532,0,311119,Other Animal Food Manufacturing 
9804070667748900864,110005796004,0,,
9804070667748900864,110005817483,1,33429,Other Communications Equipment Manufacturing
9804070667748900864,110005817483,1,336322,
9804070667748900864,110005843908,0,,
9804070667748900864,110005878130,0,,
9804070667748900864,110005906207,0,,
9804070667748900864,110005908759,0,,
9804070667748900864,110009383407,0,,
9804070667748900864,110018194283,0,,
9804070667748900864,110018194318,0,,
9804070667748900864,110018201809,0,,
9804070667748900864,110018203335,0,,
9804070667748900864,110018203488,0,,
9804070667748900864,110018339341,0,339999,All Other Miscellaneous Manufacturing 
9804070667748900864,110018438699,0,,
9804070667748900864,110037388528,0,,
9804070667748900864,110046089852,0,,
9804070667748900864,110064370693,0,,
9804070667748900864,110068381682,0,,
9804070667748900864,110071863253,0,,
9804166325260517376,110005965278,0,,
9804167012455284736,110018461216,0,,
9804167012455284736,110051537477,0,,
9804169074039586816,110018128462,0,,
9804181203027230720,110006168501,0,,
9804181203027230720,110018448857,0,,
9804182783575195648,110005928568,0,,
9804182783575195648,110018128266,0,,
9804182783575195648,110070160987,0,,
9804210992920395776,110003054667,0,,
9804210992920395776,110005827999,0,,
9804210992920395776,110013058608,0,,
9804210992920395776,110018136391,0,,
9804210992920395776,110018179567,0,,
9804210992920395776,110018252745,0,,
9804220441848446976,110001338179,0,49111,Postal Service
9804220441848446976,110005857439,0,,
9804220441848446976,110005864305,0,,
9804220441848446976,110005941936,0,,
9804220441848446976,110006405176,0,,
9804220441848446976,110006407664,0,,
9804220441848446976,110011838896,0,,
9804220441848446976,110018175231,0,,
9804220441848446976,110018317551,0,,
9804220441848446976,110018451557,0,,
9804220441848446976,110041840657,0,,
9804220441848446976,110067628400,0,,
9804220441848446976,110071542074,0,,
9804281396024311808,110001228298,1,221320,Sewage Treatment Facilities 
9804281396024311808,110001363630,0,622110,General Medical and Surgical Hospitals 
9804281396024311808,110002024381,0,423930,Recyclable Material Merchant Wholesalers 
9804281396024311808,110002455138,0,48511,Urban Transit Systems
9804281396024311808,110002455138,0,926120,Regulation and Administration of Transportation Programs 
9804281396024311808,110005795087,0,,
9804281396024311808,110005808581,0,,
9804281396024311808,110005861889,0,,
9804281396024311808,110005884285,0,,
9804281396024311808,110005897404,0,,
9804281396024311808,110005919293,0,,
9804281396024311808,110005932624,0,,
9804281396024311808,110018055968,0,,
9804281396024311808,110018168258,0,,
9804281396024311808,110018192980,0,,
9804281396024311808,110018193337,0,,
9804281396024311808,110018198993,0,,
9804281396024311808,110018288431,0,,
9804281396024311808,110018288707,0,,
9804281396024311808,110018288850,0,,
9804281396024311808,110018289092,0,,
9804281396024311808,110018289145,0,,
9804281396024311808,110018289172,0,,
9804281396024311808,110018366267,0,,
9804281396024311808,110018389849,0,,
9804281396024311808,110018468095,0,,
9804281396024311808,110018479001,0,,
9804281396024311808,110024850080,0,,
