cid,frsId,isPfas,naicsCode,naicsLabel
5522750510072856576,110070288317,0,321991,Manufactured Home (Mobile Home) Manufacturing 
5522751506505269248,110039666634,0,,
5522751712663699456,110007273681,0,324121,Asphalt Paving Mixture and Block Manufacturing 
5522751712663699456,110045976226,0,212321,Construction Sand and Gravel Mining 
5522751712663699456,110045976226,0,23731,"Highway, Street, and Bridge Construction"
5522751712663699456,110045976226,0,324121,Asphalt Paving Mixture and Block Manufacturing 
5522751850102652928,110070862854,0,,
5522751884462391296,110008437389,0,,
5522751884462391296,110012274902,0,455211,Warehouse Clubs and Supercenters 
5522751884462391296,110017777958,0,44711,
5522751884462391296,110031442115,0,44413,
5522751884462391296,110040176822,0,,
5522752090620821504,110022329924,0,221122,Electric Power Distribution 
5522752090620821504,110022329924,0,22131,Water Supply and Irrigation Systems 
5522752090620821504,110022329924,0,22132,Sewage Treatment Facilities 
5522752090620821504,110022329924,0,221320,Sewage Treatment Facilities 
5522752296779251712,110001682956,0,62211,General Medical and Surgical Hospitals
5522752296779251712,110001682956,0,622110,General Medical and Surgical Hospitals 
5522752296779251712,110003553075,0,44611,
5522752296779251712,110014423356,0,,
5522752296779251712,110017619246,0,44711,
5522752296779251712,110037076918,0,,
5522752296779251712,110037247654,0,,
5522752296779251712,110039666894,0,,
5522752296779251712,110039673868,0,,
5522752296779251712,110039677221,0,,
5522752296779251712,110040426759,0,,
5522752296779251712,110044869247,0,,
5522752296779251712,110045465867,0,,
5522752296779251712,110055647251,0,,
5522752468577943552,110001826016,0,,
5522752468577943552,110003552566,0,,
5522752468577943552,110003555340,0,,
5522752468577943552,110003556875,0,,
5522752468577943552,110008437343,0,,
5522752468577943552,110011552097,0,,
5522752468577943552,110014423365,0,,
5522752468577943552,110020579453,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
5522752468577943552,110020857786,0,,
5522752468577943552,110031416652,0,44413,
5522752468577943552,110031426605,0,44413,
5522752468577943552,110037396001,0,44412,Paint and Wallpaper Retailers 
5522752468577943552,110038759153,0,,
5522752468577943552,110038759518,0,,
5522752468577943552,110039149445,0,,
5522752468577943552,110039666590,0,,
5522752468577943552,110039671593,0,,
5522752468577943552,110039672510,0,,
5522752468577943552,110039677864,0,,
5522752468577943552,110039678104,0,,
5522752468577943552,110040712128,0,,
5522752468577943552,110041848105,0,,
5522752468577943552,110043231749,0,44131,
5522752468577943552,110060254095,0,,
5522752468577943552,110064776997,0,,
5522752468577943552,110064778986,0,,
5522752468577943552,110064786575,0,,
5522752468577943552,110070278280,0,332710,Machine Shops
5522752468577943552,110070691685,0,,
5522752468577943552,110071374629,0,,
5522752502937681920,110007225323,0,212312,Crushed and Broken Limestone Mining and Quarrying 
5522752502937681920,110007225323,0,212321,Construction Sand and Gravel Mining 
5522752502937681920,110007225323,0,324121,Asphalt Paving Mixture and Block Manufacturing 
5522752502937681920,110007225323,0,327331,Concrete Block and Brick Manufacturing 
5522752674736373760,110000314650,0,311221,Wet Corn Milling and Starch Manufacturing 
5522752674736373760,110000314650,0,311999,All Other Miscellaneous Food Manufacturing 
5522752674736373760,110070248229,0,,
5522796414683316224,110070247980,0,,
5522796483402792960,110000581497,1,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing "
5522796483402792960,110000581497,1,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
5522796483402792960,110007371094,0,3219,Other Wood Product Manufacturing
5522796483402792960,110007371094,0,337122,Nonupholstered Wood Household Furniture Manufacturing 
5522796483402792960,110039676758,0,321992,Prefabricated Wood Building Manufacturing 
5522796483402792960,110039681378,0,,
5522904854017605632,110020854823,0,,
5522906984321384448,110000581451,1,32211,Pulp Mills
5522906984321384448,110000581451,1,32212,Paper Mills
5522906984321384448,110000581451,1,322120,Paper Mills 
5522906984321384448,110000581451,1,322121,
5522906984321384448,110001839173,0,,
5522906984321384448,110016695940,0,221111,Hydroelectric Power Generation 
5522906984321384448,110020826515,0,,
5522906984321384448,110020826524,0,,
5522906984321384448,110032633005,0,44413,
5522906984321384448,110037229406,0,,
5522906984321384448,110039677203,0,,
5522906984321384448,110067239063,0,,
5522906984321384448,110071102986,0,335991,Carbon and Graphite Product Manufacturing 
5522906984321384448,110071369170,1,325199,All Other Basic Organic Chemical Manufacturing 
5522923683154231296,110020826604,0,,
5522923820593184768,110069360765,0,,
5522973332976173056,110040175734,1,221320,Sewage Treatment Facilities 
5523089949928194048,110039676525,0,422710,
5523089949928194048,110039676525,0,562111,Solid Waste Collection 
5523089949928194048,110071339890,0,,
5523089984287932416,110014456329,0,44711,
5523089984287932416,110031411032,0,44413,
5523089984287932416,110031411041,0,44413,
5523089984287932416,110041848061,0,,
5523089984287932416,110044973856,0,44711,
5523090156086624256,110012984002,0,,
5523094519773396992,110003553333,0,,
5523094519773396992,110003553949,0,,
5523094519773396992,110003556571,0,,
5523094519773396992,110006618400,0,,
5523094519773396992,110011761209,0,,
5523094519773396992,110014456123,0,44711,
5523094519773396992,110015864108,0,,
5523094519773396992,110020825525,0,,
5523094519773396992,110020825687,0,,
5523094519773396992,110039673332,0,,
5523094519773396992,110039673403,0,,
5523094519773396992,110039679087,0,,
5523094519773396992,110042301648,0,,
5523094519773396992,110061097502,0,,
5523100910684733440,110012162444,0,611210,Junior Colleges 
5523100910684733440,110029518403,0,,
5523100910684733440,110038181142,0,611310,"Colleges, Universities, and Professional Schools "
5523100910684733440,110038181142,0,611691,Exam Preparation and Tutoring 
5523100910684733440,110039677294,0,611310,"Colleges, Universities, and Professional Schools "
5523100910684733440,110039677294,0,611691,Exam Preparation and Tutoring 
5523100910684733440,110052487377,0,,
5523100910684733440,110052545153,0,,
5523100910684733440,110052558184,0,,
5523100910684733440,110055042252,0,,
5523101082483425280,110031442268,0,44413,
5523101082483425280,110031442384,0,44413,
5523872492969525248,110014415034,0,,
5523872492969525248,110014456150,0,44711,
5523872492969525248,110020825561,0,,
5523872492969525248,110031412022,0,44413,
5523872492969525248,110044214203,0,,
5523873764279844864,110009912773,0,,
5523882010617053184,110059796813,0,,
5523882010617053184,110059796831,0,,
5523890944149028864,110008436068,0,,
5523890944149028864,110022652397,0,,
5523890944149028864,110022659345,0,,
5523890944149028864,110045468828,0,,
5523890944149028864,110052524522,0,,
5523890944149028864,110067368388,0,,
5523890944149028864,110070052503,0,,
5523891356465889280,110000568724,0,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing "
5523891356465889280,110000568724,0,311421,Fruit and Vegetable Canning 
5523891356465889280,110000568724,0,311422,Specialty Canning 
5523891356465889280,110002046438,0,,
5523891356465889280,110020581155,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
5523891356465889280,110031439986,0,44413,
5523891356465889280,110031442302,0,44413,
5523891356465889280,110070285664,0,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing "
5523891356465889280,110070286871,0,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing "
5523892078020395008,110039668062,0,,
5523895239116324864,110071367684,0,,
5523895891951353856,110055059760,0,44611,
5523896338627952640,110037966109,0,488119,Other Airport Operations 
5523905787556003840,110023142623,0,,
5523905787556003840,110070828240,0,,
5523905821915742208,110000601714,1,221310,Water Supply and Irrigation Systems 
5523905821915742208,110000601714,1,92811,National Security 
5523905821915742208,110000601714,1,928110,National Security 
5523905821915742208,110039675946,1,928110,National Security 
5523992855133028352,110070835879,0,112511,Finfish Farming and Fish Hatcheries 
5523992855133028352,110071072048,0,112511,Finfish Farming and Fish Hatcheries 
5523992855133028352,110071084093,0,,
5524834840521736192,110038001505,0,488119,Other Airport Operations 
5524834874881474560,110040519212,0,44413,
5524834943600951296,110070280574,0,336612,Boat Building 
5524845595119845376,110013402825,0,,
5524845595119845376,110037249411,0,,
5524845595119845376,110055042305,0,,
5524845595119845376,110064164201,0,221122,Electric Power Distribution 
5525211835571109888,110039665056,0,336612,Boat Building 
5525211835571109888,110041592737,0,488119,Other Airport Operations 
5525218432640876544,110046118250,0,,
5525218570079830016,110011766507,0,611691,Exam Preparation and Tutoring 
5525218570079830016,110043084970,0,,
5525218570079830016,110043231552,0,44131,
5525218570079830016,110054894851,0,,
5525218570079830016,110063014900,0,,
5525218604439568384,110000314605,0,336611,Ship Building and Repairing 
5525218604439568384,110001681305,0,611110,Elementary and Secondary Schools 
5525218604439568384,110003555331,0,,
5525218604439568384,110003556198,0,,
5525218604439568384,110003556303,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
5525218604439568384,110008437628,0,,
5525218604439568384,110013136953,0,,
5525218604439568384,110014411564,0,,
5525218604439568384,110020156178,0,562212,Solid Waste Landfill 
5525218604439568384,110020826089,0,,
5525218604439568384,110020826098,0,,
5525218604439568384,110022322315,0,,
5525218604439568384,110032670287,0,44413,
5525218604439568384,110038698399,0,,
5525218604439568384,110038712961,0,,
5525218604439568384,110038719919,0,,
5525218604439568384,110039668730,0,,
5525218604439568384,110039670585,0,,
5525218604439568384,110039676384,0,,
5525218604439568384,110039681751,0,,
5525218604439568384,110040424831,0,,
5525218604439568384,110041209705,0,,
5525218604439568384,110043084989,0,,
5525218604439568384,110043630728,0,,
5525218604439568384,110043692457,0,,
5525218604439568384,110064779093,1,,
5525218604439568384,110070344725,0,336611,Ship Building and Repairing 
5525218604439568384,110070697821,0,,
5525218604439568384,110070703628,0,,
5525218604439568384,110071101017,0,,
5525218604439568384,110071241365,0,,
5525219085475905536,110008053550,0,311711,
5525219085475905536,110009913086,1,221320,Sewage Treatment Facilities 
5525219085475905536,110038698415,0,,
5525219085475905536,110067529142,1,562212,Solid Waste Landfill 
5525219360353812480,110071467220,0,,
5525219978829103104,110039667544,0,,
5525220425505701888,110070345413,0,327991,Cut Stone and Stone Product Manufacturing 
5525220459865440256,110000797077,1,92811,National Security 
5525220459865440256,110000797077,1,928110,National Security 
5525220494225178624,110013835181,1,928110,National Security 
5525220494225178624,110030466715,0,,
5525220494225178624,110044810078,0,61121,Junior Colleges
5525220494225178624,110070031235,0,,
5525220494225178624,110071396867,0,,
5525220562944655360,110041593095,0,488119,Other Airport Operations 
5525220597304393728,110043436341,0,481111,Scheduled Passenger Air Transportation 
5525220597304393728,110043436341,0,488111,Air Traffic Control
5525220597304393728,110043436341,0,925120,Administration of Urban Planning and Community and Rural Development 
5525220597304393728,110063952637,0,925120,Administration of Urban Planning and Community and Rural Development 
5525220597304393728,110071855924,0,,
5525220631664132096,110045976609,0,44611,
5525220631664132096,110046395904,0,44511,Supermarkets and Other Grocery Retailers (except Convenience Retailers) 
5525220631664132096,110046395904,0,44611,
5525220631664132096,110056127944,0,,
5525220631664132096,110071101002,0,,
5525220666023870464,110006899632,0,,
5525220666023870464,110039667009,0,,
5525220666023870464,110067641546,0,,
5525220803462823936,110003555545,0,221320,Sewage Treatment Facilities 
5525220872182300672,110001825963,0,,
5525220872182300672,110056127962,0,447110,
5525220872182300672,110070239198,0,,
5525220872182300672,110071299231,0,221310,Water Supply and Irrigation Systems 
5525221250139422720,110000314222,1,335931,Current-Carrying Wiring Device Manufacturing 
5525221250139422720,110000314222,1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing 
5525221250139422720,110001998312,0,,
5525221250139422720,110003554181,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
5525221250139422720,110003557847,0,61121,Junior Colleges
5525221250139422720,110006513451,0,,
5525221250139422720,110008433409,0,,
