assay	gene	symbol	taxonomy	log2fc	adj_p_value	group_mean_1	group_mean_2	osd	entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100036520	Gata5os	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.236063	0.0556768	5.95358	6.18964	OSD-25	100036520
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100037278	Niban3	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.257883	0.0615728	6.74491	7.00279	OSD-25	100037278
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038347	Fam174b	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.267921	0.0784478	6.79171	7.05963	OSD-25	100038347
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038363	F630028O10Rik	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.368132	0.076135	5.87817	6.2463	OSD-25	100038363
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038392	Gm10785	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.628409	0.0202161	7.94322	8.57163	OSD-25	100038392
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038464	Gm15441	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.13089	0.000544809	6.62221	5.49131	OSD-25	100038464
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038574	Gm10415	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.236717	0.0683223	5.31533	5.55205	OSD-25	100038574
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038732	Gm11681	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.2511	0.0797276	7.17523	7.42633	OSD-25	100038732
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100038746	Gm1976	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.353971	0.0904403	5.87399	6.22797	OSD-25	100038746
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100039678	Gm16419	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.278366	0.0563787	5.2256	5.50397	OSD-25	100039678
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100039681	Zcwpw2	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.522306	0.00142821	4.58844	5.11074	OSD-25	100039681
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100039795	Ildr2	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.739782	0.0220939	8.85371	8.11393	OSD-25	100039795
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/100040691	Gm11914	http://purl.obolibrary.org/obo/NCBITaxon_10090	2.68946	0.0655906	53.9073	9.2921	OSD-47	100040691
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100041036	Gm11360	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.349829	0.061797	6.30609	6.65592	OSD-25	100041036
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/100041449	Cyp3a59	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.96099	0.0524728	884.99	455.304	OSD-47	100041449
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100041655	Gm10863	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.351399	0.076086	5.84204	6.19344	OSD-25	100041655
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100042107	Gm3671	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.494591	0.0292654	11.237	11.7316	OSD-25	100042107
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/100043010	Rpl10-ps6	http://purl.obolibrary.org/obo/NCBITaxon_10090	-6.65616	0.0502381	1.0	20.2936	OSD-47	100043010
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100043040	1110002L01Rik	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.556512	0.0155766	7.01323	7.56974	OSD-25	100043040
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100043546	Gm15542	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.80214	0.00386656	9.16418	9.96632	OSD-25	100043546
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100043580	Septin1|Gm4532	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.396336	0.0201227	7.16015	7.55649	OSD-25	100043580
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100045676	Gm15031	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.352044	0.0107131	6.32477	6.67681	OSD-25	100045676
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100072	Camta1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.232117	0.0875875	9.13053	9.36265	OSD-25	100072
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100087	Kti12	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.595599	0.00319625	9.87211	9.27651	OSD-25	100087
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100093700	Gm10400	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.270227	0.0997253	5.43121	5.70144	OSD-25	100093700
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100102	Pcsk9	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.91605	0.000679363	7.5022	8.41825	OSD-25	100102
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100126034	Gm10644	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.619292	0.0336902	7.61227	8.23156	OSD-25	100126034
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100134990	Selenok-ps1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.223825	0.0730265	6.59534	6.81917	OSD-25	100134990
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100163	Pafah2	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.507375	0.00371081	9.93191	9.42454	OSD-25	100163
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100177	Zmym6	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.737589	0.000128864	6.83305	7.57064	OSD-25	100177
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100191011	Gm17383	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.425472	0.0288873	6.69022	7.11569	OSD-25	100191011
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100198	H6pd	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.416613	0.00572543	10.763	11.1796	OSD-25	100198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100201	Tmem64	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.286194	0.0332034	9.21801	8.93181	OSD-25	100201
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100226	Stx12	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.338425	0.0458144	6.88713	6.5487	OSD-25	100226
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100273	Osbpl9	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.318379	0.0181055	10.3192	10.0008	OSD-25	100273
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100294583	Alkal2	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.256975	0.0523869	5.42478	5.68175	OSD-25	100294583
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100328588	Il4i1|Il4i1b	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.256747	0.0827309	5.99826	6.25501	OSD-25	100328588
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100383	Bsdc1	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.459752	0.000706361	10.0909	9.63114	OSD-25	100383
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/100416185	Gm13378	http://purl.obolibrary.org/obo/NCBITaxon_10090	-6.58865	0.0593824	1.0	19.3998	OSD-47	100416185
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100416706	Zfp729b	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.496454	0.00416173	7.30119	6.80473	OSD-25	100416706
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100417173	Gm14609	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.234883	0.0759343	5.00934	5.24422	OSD-25	100417173
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100417329	Gm12852	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.505157	0.0216111	6.59712	7.10228	OSD-25	100417329
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100417479	Gm18636	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.469978	0.000516795	5.7716	6.24158	OSD-25	100417479
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100417636	Gm18726	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.420964	0.00588583	8.02404	8.445	OSD-25	100417636
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100417647	Gm18736	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.291261	0.0409473	8.97754	8.68628	OSD-25	100417647
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100503355	Zfp648	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.387694	0.0154015	5.27369	5.66138	OSD-25	100503355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100503676	Dnase2a|Gm38426	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.276327	0.0688989	8.24981	7.97349	OSD-25	100503676
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100504663	Atg14	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.637379	0.000843859	7.66973	8.30711	OSD-25	100504663
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100504733	A730018C14Rik	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.222801	0.0657331	5.48491	5.70771	OSD-25	100504733
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100534385	Gm10167	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.415663	0.014894	6.7264	6.31074	OSD-25	100534385
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100561	Slc15a4	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.485411	0.00662986	8.98855	9.47397	OSD-25	100561
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100604	Lrrc8c	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.559188	0.0139367	8.29768	7.73849	OSD-25	100604
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100678	Psph	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.553021	0.0219157	7.34351	7.89653	OSD-25	100678
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100732	Mapre3	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.472579	0.00116572	9.70712	9.23454	OSD-25	100732
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100763	Ube3c	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.445288	0.00224437	8.83503	8.38974	OSD-25	100763
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/100775173	Ighv1-74	http://purl.obolibrary.org/obo/NCBITaxon_10090	-5.96439	0.0884061	1.0	12.8884	OSD-47	100775173
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100855	Tbc1d14	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.222935	0.0977736	7.42951	7.20658	OSD-25	100855
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/100986	Akap9	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.206018	0.0979286	8.64797	8.44195	OSD-25	100986
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101023	Zfp513	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.250744	0.0475583	8.36402	8.11327	OSD-25	101023
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101055867	Gm29736	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.29666	0.0882001	8.42084	8.7175	OSD-25	101055867
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101056052	Gm29767	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.444037	0.00654378	9.75668	10.2007	OSD-25	101056052
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101056221	Crry-ps	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.274081	0.027543	7.61342	7.8875	OSD-25	101056221
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101100	Ttll3	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.43465	0.00233962	6.65098	7.08563	OSD-25	101100
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101118	Tmem168	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.504792	0.00130504	7.80907	7.30428	OSD-25	101118
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101142	Itfg2	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.491569	6.32047e-05	8.09211	7.60054	OSD-25	101142
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101154638	Gm5121	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.406114	0.0284418	7.92849	8.33461	OSD-25	101154638
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101185	Pot1a	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.450358	0.0111203	6.94609	6.49573	OSD-25	101185
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101206	Tada3	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.372378	0.00925125	7.21137	7.58374	OSD-25	101206
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101214	Tra2a	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.697314	0.000128864	7.55012	8.24743	OSD-25	101214
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101240	Wdr91	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.651034	0.00951742	7.96494	8.61597	OSD-25	101240
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101437	Dhx32	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.282086	0.0188008	8.12635	7.84426	OSD-25	101437
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101612	Grwd1	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.493416	0.00269768	7.62127	7.12786	OSD-25	101612
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101613	Nlrp6	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.744398	0.000905135	9.93998	10.6844	OSD-25	101613
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101631	Pwwp2b	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.25961	0.0381622	6.41377	6.67338	OSD-25	101631
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101700	Trim68	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.34	0.0189666	6.29844	6.63844	OSD-25	101700
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101739	Psip1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.410766	0.00787331	6.5394	6.95016	OSD-25	101739
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101861	Ints4	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.273095	0.0305464	7.69496	7.42187	OSD-25	101861
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101867	Rrp8	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.506129	0.00508626	8.99014	8.48401	OSD-25	101867
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101869	Unc45a	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.453208	0.0040904	7.92903	7.47582	OSD-25	101869
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101943	Sf3b3	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.569038	5.55622e-05	9.74998	9.18094	OSD-25	101943
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101985	Usb1	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.25581	0.0331194	7.88619	7.63038	OSD-25	101985
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/101994	Champ1	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.318042	0.0727504	7.51876	7.20072	OSD-25	101994
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102032	Smim19	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.750395	0.000296944	9.06992	8.31952	OSD-25	102032
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102162	Taf5l	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.373202	0.0152252	7.8516	7.4784	OSD-25	102162
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102182	Prmt9	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.563138	0.00151315	7.67447	7.11133	OSD-25	102182
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102193	Zdhhc7	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.273897	0.0560373	8.21485	7.94095	OSD-25	102193
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102209	Snapc2	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.237644	0.0609408	7.83944	7.6018	OSD-25	102209
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102216272	Taf9|Ak6	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.476809	0.0092073	7.77077	7.29397	OSD-25	102216272
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102247	Gpat4	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.617825	0.00608155	10.9346	10.3168	OSD-25	102247
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102339	Cog4	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.47383	0.00226426	8.98732	8.51349	OSD-25	102339
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102414	Clk3	http://purl.obolibrary.org/obo/NCBITaxon_10090	-0.480483	0.0090141	9.1138	9.59428	OSD-25	102414
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-137-2d49c2d99e55a9e2c2729122a7521106	http://www.ncbi.nlm.nih.gov/gene/102436	Lars2	http://purl.obolibrary.org/obo/NCBITaxon_10090	3.20271	0.0951968	70530.8	7661.56	OSD-137	102436
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102442	Dennd4a	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.313429	0.0479999	8.64771	8.33428	OSD-25	102442
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/102462	Imp3	http://purl.obolibrary.org/obo/NCBITaxon_10090	0.695093	0.00124326	10.1472	9.4521	OSD-25	102462
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-137-2d49c2d99e55a9e2c2729122a7521106	http://www.ncbi.nlm.nih.gov/gene/102465959	Mir6236	http://purl.obolibrary.org/obo/NCBITaxon_10090	3.84639	0.0321181	22.5638	2.54922	OSD-137	102465959
